<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2026.01.13	20:15:00	2.02971	2.02989	2.02941	2.02980	890	0	14
2026.01.13	20:30:00	2.02980	2.02985	2.02920	2.02945	857	0	14
2026.01.13	20:45:00	2.02944	2.02967	2.02872	2.02895	756	0	14
2026.01.13	21:00:00	2.02895	2.02940	2.02890	2.02937	585	0	14
2026.01.13	21:15:00	2.02937	2.02956	2.02901	2.02951	370	0	14
2026.01.13	21:30:00	2.02951	2.03007	2.02946	2.02991	236	0	15
2026.01.13	21:45:00	2.02991	2.03001	2.02920	2.02930	148	0	23
2026.01.13	22:00:00	2.02851	2.02864	2.02745	2.02851	81	0	146
2026.01.13	22:15:00	2.02851	2.02856	2.02761	2.02844	106	0	114
2026.01.13	22:30:00	2.02844	2.02844	2.02611	2.02720	120	0	114
2026.01.13	22:45:00	2.02720	2.02724	2.02573	2.02651	146	0	207
2026.01.13	23:00:00	2.02685	2.02826	2.02680	2.02782	374	0	38
2026.01.13	23:15:00	2.02782	2.02816	2.02726	2.02779	232	0	31
2026.01.13	23:30:00	2.02779	2.02853	2.02779	2.02837	378	0	24
2026.01.13	23:45:00	2.02837	2.02890	2.02831	2.02868	268	0	22
2026.01.14	00:00:00	2.02875	2.02913	2.02860	2.02910	620	0	16
2026.01.14	00:15:00	2.02910	2.02925	2.02843	2.02843	422	0	16
2026.01.14	00:30:00	2.02843	2.02956	2.02824	2.02949	561	0	14
2026.01.14	00:45:00	2.02949	2.02955	2.02908	2.02948	778	0	14
2026.01.14	01:00:00	2.02948	2.02992	2.02872	2.02930	1047	0	14
2026.01.14	01:15:00	2.02930	2.03033	2.02924	2.03033	725	0	14
2026.01.14	01:30:00	2.03033	2.03066	2.02917	2.02951	729	0	14
2026.01.14	01:45:00	2.02956	2.02987	2.02897	2.02957	745	0	14
2026.01.14	02:00:00	2.02957	2.02969	2.02891	2.02896	821	0	14
2026.01.14	02:15:00	2.02896	2.02898	2.02782	2.02782	686	0	14
2026.01.14	02:30:00	2.02782	2.02825	2.02739	2.02790	973	0	14
2026.01.14	02:45:00	2.02790	2.02790	2.02661	2.02711	797	0	14
2026.01.14	03:00:00	2.02708	2.02726	2.02627	2.02675	803	0	14
2026.01.14	03:15:00	2.02675	2.02741	2.02658	2.02705	582	0	14
2026.01.14	03:30:00	2.02705	2.02732	2.02684	2.02710	581	0	14
2026.01.14	03:45:00	2.02710	2.02742	2.02651	2.02698	592	0	14
2026.01.14	04:00:00	2.02698	2.02740	2.02629	2.02725	551	0	14
2026.01.14	04:15:00	2.02725	2.02733	2.02655	2.02675	418	0	14
2026.01.14	04:30:00	2.02675	2.02700	2.02657	2.02680	311	0	14
2026.01.14	04:45:00	2.02680	2.02730	2.02659	2.02712	396	0	14
2026.01.14	05:00:00	2.02712	2.02740	2.02664	2.02673	536	0	14
2026.01.14	05:15:00	2.02673	2.02713	2.02670	2.02677	452	0	14
2026.01.14	05:30:00	2.02677	2.02737	2.02643	2.02727	660	0	14
2026.01.14	05:45:00	2.02728	2.02737	2.02653	2.02731	608	0	14
2026.01.14	06:00:00	2.02731	2.02790	2.02655	2.02671	982	0	14
2026.01.14	06:15:00	2.02672	2.02759	2.02670	2.02710	659	0	14
2026.01.14	06:30:00	2.02710	2.02754	2.02667	2.02678	749	0	14
2026.01.14	06:45:00	2.02678	2.02691	2.02571	2.02574	750	0	14
2026.01.14	07:00:00	2.02574	2.02668	2.02556	2.02615	1006	0	14
2026.01.14	07:15:00	2.02615	2.02662	2.02575	2.02585	763	0	14
2026.01.14	07:30:00	2.02583	2.02632	2.02581	2.02622	725	0	14
2026.01.14	07:45:00	2.02621	2.02670	2.02562	2.02661	779	0	14
2026.01.14	08:00:00	2.02661	2.02781	2.02647	2.02781	1176	0	14
2026.01.14	08:15:00	2.02782	2.02815	2.02712	2.02716	1309	0	14
2026.01.14	08:30:00	2.02716	2.02771	2.02664	2.02664	2001	0	14
2026.01.14	08:45:00	2.02664	2.02724	2.02661	2.02671	1555	0	14
2026.01.14	09:00:00	2.02671	2.02714	2.02591	2.02601	1097	0	14
2026.01.14	09:15:00	2.02601	2.02712	2.02596	2.02667	1056	0	14
2026.01.14	09:30:00	2.02666	2.02808	2.02653	2.02781	972	0	14
2026.01.14	09:45:00	2.02781	2.02781	2.02705	2.02718	996	0	14
2026.01.14	10:00:00	2.02719	2.02788	2.02646	2.02755	1082	0	14
2026.01.14	10:15:00	2.02755	2.02853	2.02728	2.02829	863	0	14
2026.01.14	10:30:00	2.02829	2.02935	2.02817	2.02916	1233	0	14
2026.01.14	10:45:00	2.02916	2.02993	2.02905	2.02950	1349	0	14
2026.01.14	11:00:00	2.02950	2.03041	2.02945	2.02962	1197	0	14
2026.01.14	11:15:00	2.02962	2.03006	2.02936	2.02943	973	0	14
2026.01.14	11:30:00	2.02944	2.02956	2.02887	2.02927	719	0	14
2026.01.14	11:45:00	2.02927	2.02927	2.02831	2.02863	1040	0	14
2026.01.14	12:00:00	2.02863	2.02876	2.02796	2.02844	2231	0	14
2026.01.14	12:15:00	2.02846	2.02852	2.02748	2.02805	959	0	14
2026.01.14	12:30:00	2.02805	2.02930	2.02792	2.02927	859	0	14
2026.01.14	12:45:00	2.02927	2.03026	2.02909	2.02988	1775	0	14
2026.01.14	13:00:00	2.02988	2.03086	2.02954	2.03010	1600	0	14
2026.01.14	13:15:00	2.03010	2.03020	2.02836	2.02839	1376	0	14
2026.01.14	13:30:00	2.02816	2.02949	2.02768	2.02932	2333	0	14
2026.01.14	13:45:00	2.02932	2.02940	2.02854	2.02871	1819	0	14
2026.01.14	14:00:00	2.02871	2.02917	2.02724	2.02736	2439	0	14
2026.01.14	14:15:00	2.02736	2.02788	2.02689	2.02708	2100	0	14
2026.01.14	14:30:00	2.02708	2.02780	2.02645	2.02778	3089	0	14
2026.01.14	14:45:00	2.02779	2.02844	2.02692	2.02713	2737	0	14
2026.01.14	15:00:00	2.02711	2.02826	2.02507	2.02547	4787	0	14
2026.01.14	15:15:00	2.02547	2.02602	2.02498	2.02590	2545	0	14
2026.01.14	15:30:00	2.02590	2.02750	2.02590	2.02666	2182	0	14
2026.01.14	15:45:00	2.02667	2.02747	2.02601	2.02650	2419	0	14
2026.01.14	16:00:00	2.02650	2.02728	2.02585	2.02675	1851	0	14
2026.01.14	16:15:00	2.02675	2.02685	2.02513	2.02542	1637	0	14
2026.01.14	16:30:00	2.02542	2.02675	2.02507	2.02671	1835	0	14
2026.01.14	16:45:00	2.02671	2.02806	2.02671	2.02711	1824	0	14
2026.01.14	17:00:00	2.02712	2.02736	2.02675	2.02682	1365	0	14
2026.01.14	17:15:00	2.02682	2.02768	2.02672	2.02708	1474	0	14
2026.01.14	17:30:00	2.02708	2.02804	2.02705	2.02771	1412	0	14
2026.01.14	17:45:00	2.02771	2.02840	2.02688	2.02838	1124	0	14
2026.01.14	18:00:00	2.02849	2.02876	2.02757	2.02806	1107	0	14
2026.01.14	18:15:00	2.02806	2.02855	2.02791	2.02800	692	0	14
2026.01.14	18:30:00	2.02800	2.02801	2.02735	2.02762	968	0	14
2026.01.14	18:45:00	2.02760	2.02768	2.02610	2.02618	1115	0	14
2026.01.14	19:00:00	2.02618	2.02703	2.02602	2.02669	924	0	14
2026.01.14	19:15:00	2.02666	2.02679	2.02625	2.02631	650	0	14
2026.01.14	19:30:00	2.02631	2.02652	2.02596	2.02641	722	0	14
2026.01.14	19:45:00	2.02641	2.02649	2.02593	2.02605	775	0	14
2026.01.14	20:00:00	2.02607	2.02671	2.02516	2.02586	1679	0	14
2026.01.14	20:15:00	2.02587	2.02670	2.02584	2.02627	888	0	14
2026.01.14	20:30:00	2.02626	2.02632	2.02572	2.02625	1227	0	14
2026.01.14	20:45:00	2.02625	2.02679	2.02595	2.02634	1040	0	14
2026.01.14	21:00:00	2.02634	2.02661	2.02600	2.02655	589	0	14
2026.01.14	21:15:00	2.02655	2.02655	2.02553	2.02566	430	0	14
2026.01.14	21:30:00	2.02566	2.02579	2.02549	2.02573	333	0	14
2026.01.14	21:45:00	2.02573	2.02686	2.02550	2.02560	787	0	14
2026.01.14	22:00:00	2.02390	2.02481	2.02246	2.02311	83	0	179
2026.01.14	22:15:00	2.02311	2.02474	2.02273	2.02468	132	0	96
2026.01.14	22:30:00	2.02468	2.02560	2.02348	2.02411	355	0	100
2026.01.14	22:45:00	2.02411	2.02659	2.02381	2.02471	712	0	71
2026.01.14	23:00:00	2.02471	2.02740	2.02471	2.02739	840	0	49
2026.01.14	23:15:00	2.02739	2.02888	2.02722	2.02830	538	0	22
2026.01.14	23:30:00	2.02830	2.02831	2.02738	2.02775	749	0	18
2026.01.14	23:45:00	2.02775	2.02842	2.02697	2.02756	417	0	14
2026.01.15	00:00:00	2.02758	2.02845	2.02749	2.02785	471	0	14
2026.01.15	00:15:00	2.02785	2.02785	2.02678	2.02720	532	0	14
2026.01.15	00:30:00	2.02720	2.02748	2.02641	2.02653	792	0	14
2026.01.15	00:45:00	2.02653	2.02678	2.02591	2.02608	1205	0	14
2026.01.15	01:00:00	2.02608	2.02750	2.02601	2.02750	1325	0	14
2026.01.15	01:15:00	2.02748	2.02791	2.02671	2.02722	1348	0	14
2026.01.15	01:30:00	2.02719	2.02860	2.02699	2.02858	1750	0	14
2026.01.15	01:45:00	2.02853	2.02886	2.02767	2.02797	1320	0	14
2026.01.15	02:00:00	2.02797	2.02861	2.02785	2.02822	1098	0	14
2026.01.15	02:15:00	2.02822	2.02859	2.02785	2.02858	800	0	14
2026.01.15	02:30:00	2.02858	2.02900	2.02782	2.02851	759	0	14
2026.01.15	02:45:00	2.02851	2.02948	2.02843	2.02919	672	0	14
2026.01.15	03:00:00	2.02919	2.03004	2.02905	2.02990	705	0	14
2026.01.15	03:15:00	2.02990	2.03003	2.02920	2.02987	765	0	14
2026.01.15	03:30:00	2.02987	2.03068	2.02960	2.02979	768	0	14
2026.01.15	03:45:00	2.02979	2.02979	2.02921	2.02964	602	0	14
2026.01.15	04:00:00	2.02964	2.03006	2.02939	2.02947	519	0	14
2026.01.15	04:15:00	2.02947	2.02966	2.02906	2.02964	446	0	14
2026.01.15	04:30:00	2.02964	2.02988	2.02881	2.02891	456	0	14
2026.01.15	04:45:00	2.02891	2.02962	2.02870	2.02937	411	0	14
2026.01.15	05:00:00	2.02937	2.02972	2.02910	2.02943	549	0	14
2026.01.15	05:15:00	2.02943	2.02943	2.02859	2.02875	556	0	14
2026.01.15	05:30:00	2.02875	2.02895	2.02833	2.02862	735	0	14
2026.01.15	05:45:00	2.02862	2.02934	2.02817	2.02903	817	0	14
2026.01.15	06:00:00	2.02904	2.02915	2.02701	2.02777	1302	0	14
2026.01.15	06:15:00	2.02777	2.02782	2.02677	2.02702	1231	0	14
2026.01.15	06:30:00	2.02702	2.02787	2.02702	2.02744	833	0	14
2026.01.15	06:45:00	2.02745	2.02786	2.02717	2.02742	771	0	14
2026.01.15	07:00:00	2.02742	2.02785	2.02659	2.02673	1351	0	14
2026.01.15	07:15:00	2.02673	2.02713	2.02635	2.02640	1188	0	14
2026.01.15	07:30:00	2.02640	2.02713	2.02591	2.02592	914	0	14
2026.01.15	07:45:00	2.02595	2.02638	2.02551	2.02588	1010	0	14
2026.01.15	08:00:00	2.02588	2.02714	2.02568	2.02627	1370	0	14
2026.01.15	08:15:00	2.02627	2.02665	2.02581	2.02621	1288	0	14
2026.01.15	08:30:00	2.02621	2.02624	2.02503	2.02514	1165	0	14
2026.01.15	08:45:00	2.02514	2.02570	2.02472	2.02483	975	0	14
2026.01.15	09:00:00	2.02484	2.02484	2.02362	2.02362	1068	0	14
2026.01.15	09:15:00	2.02362	2.02430	2.02324	2.02372	1426	0	14
2026.01.15	09:30:00	2.02372	2.02404	2.02323	2.02372	1010	0	14
2026.01.15	09:45:00	2.02371	2.02393	2.02333	2.02371	1006	0	14
2026.01.15	10:00:00	2.02371	2.02384	2.02285	2.02333	1001	0	14
2026.01.15	10:15:00	2.02333	2.02405	2.02331	2.02388	851	0	14
2026.01.15	10:30:00	2.02388	2.02404	2.02330	2.02386	949	0	14
2026.01.15	10:45:00	2.02385	2.02412	2.02295	2.02330	940	0	14
2026.01.15	11:00:00	2.02328	2.02397	2.02297	2.02353	854	0	14
2026.01.15	11:15:00	2.02353	2.02418	2.02351	2.02378	872	0	14
2026.01.15	11:30:00	2.02378	2.02417	2.02346	2.02399	717	0	14
2026.01.15	11:45:00	2.02399	2.02446	2.02369	2.02441	1051	0	14
2026.01.15	12:00:00	2.02441	2.02519	2.02405	2.02519	969	0	14
2026.01.15	12:15:00	2.02519	2.02520	2.02441	2.02446	845	0	14
2026.01.15	12:30:00	2.02446	2.02447	2.02374	2.02391	706	0	14
2026.01.15	12:45:00	2.02391	2.02453	2.02368	2.02384	1471	0	14
2026.01.15	13:00:00	2.02384	2.02490	2.02381	2.02462	1750	0	14
2026.01.15	13:15:00	2.02462	2.02520	2.02394	2.02395	1844	0	14
2026.01.15	13:30:00	2.02404	2.02520	2.02365	2.02487	3262	0	14
2026.01.15	13:45:00	2.02487	2.02569	2.02453	2.02468	2349	0	14
2026.01.15	14:00:00	2.02469	2.02583	2.02389	2.02408	2386	0	14
2026.01.15	14:15:00	2.02408	2.02464	2.02377	2.02422	1816	0	14
2026.01.15	14:30:00	2.02424	2.02482	2.02377	2.02408	2707	0	14
2026.01.15	14:45:00	2.02410	2.02413	2.02237	2.02283	2378	0	14
2026.01.15	15:00:00	2.02283	2.02290	2.02069	2.02214	2348	0	14
2026.01.15	15:15:00	2.02215	2.02375	2.02172	2.02359	2079	0	14
2026.01.15	15:30:00	2.02359	2.02366	2.02208	2.02331	2040	0	14
2026.01.15	15:45:00	2.02331	2.02373	2.02020	2.02063	2794	0	14
2026.01.15	16:00:00	2.02063	2.02080	2.02027	2.02039	2008	0	14
2026.01.15	16:15:00	2.02039	2.02086	2.01953	2.02084	1508	0	14
2026.01.15	16:30:00	2.02086	2.02145	2.02065	2.02074	1561	0	14
2026.01.15	16:45:00	2.02074	2.02118	2.02056	2.02067	1598	0	14
2026.01.15	17:00:00	2.02067	2.02089	2.01986	2.02032	1219	0	14
2026.01.15	17:15:00	2.02032	2.02178	2.02031	2.02178	1108	0	14
2026.01.15	17:30:00	2.02178	2.02216	2.02048	2.02066	1230	0	14
2026.01.15	17:45:00	2.02066	2.02133	2.02049	2.02106	1010	0	14
2026.01.15	18:00:00	2.02107	2.02131	2.02077	2.02103	1068	0	14
2026.01.15	18:15:00	2.02103	2.02153	2.02062	2.02085	771	0	14
2026.01.15	18:30:00	2.02085	2.02159	2.02067	2.02145	688	0	14
2026.01.15	18:45:00	2.02145	2.02192	2.02121	2.02178	745	0	14
2026.01.15	19:00:00	2.02178	2.02219	2.02160	2.02160	964	0	14
2026.01.15	19:15:00	2.02160	2.02208	2.02137	2.02197	973	0	14
2026.01.15	19:30:00	2.02199	2.02250	2.02191	2.02227	978	0	14
2026.01.15	19:45:00	2.02227	2.02269	2.02210	2.02233	747	0	14
2026.01.15	20:00:00	2.02233	2.02307	2.02233	2.02301	754	0	14
2026.01.15	20:15:00	2.02301	2.02327	2.02252	2.02257	872	0	14
2026.01.15	20:30:00	2.02259	2.02269	2.02190	2.02236	837	0	14
2026.01.15	20:45:00	2.02235	2.02290	2.02222	2.02263	743	0	14
2026.01.15	21:00:00	2.02263	2.02263	2.02225	2.02251	543	0	14
2026.01.15	21:15:00	2.02251	2.02277	2.02227	2.02245	322	0	14
2026.01.15	21:30:00	2.02248	2.02250	2.02079	2.02097	359	0	14
2026.01.15	21:45:00	2.02097	2.02171	2.02092	2.02151	311	0	14
2026.01.15	22:00:00	2.01960	2.02038	2.01925	2.01991	54	0	209
2026.01.15	22:15:00	2.01991	2.02021	2.01943	2.02021	75	0	248
2026.01.15	22:30:00	2.02021	2.02031	2.01896	2.01971	472	0	198
2026.01.15	22:45:00	2.01971	2.02141	2.01893	2.02062	659	0	138
2026.01.15	23:00:00	2.02062	2.02135	2.02010	2.02125	342	0	44
2026.01.15	23:15:00	2.02125	2.02181	2.02116	2.02142	295	0	33
2026.01.15	23:30:00	2.02142	2.02178	2.02062	2.02069	414	0	31
2026.01.15	23:45:00	2.02069	2.02127	2.02069	2.02109	491	0	23
2026.01.16	00:00:00	2.02110	2.02115	2.02021	2.02054	426	0	16
2026.01.16	00:15:00	2.02054	2.02082	2.01970	2.01975	301	0	15
2026.01.16	00:30:00	2.01975	2.02006	2.01922	2.01973	342	0	14
2026.01.16	00:45:00	2.01973	2.02065	2.01933	2.02012	1129	0	14
2026.01.16	01:00:00	2.02012	2.02012	2.01906	2.01911	945	0	14
2026.01.16	01:15:00	2.01913	2.01915	2.01832	2.01854	764	0	14
2026.01.16	01:30:00	2.01854	2.01892	2.01804	2.01892	663	0	14
2026.01.16	01:45:00	2.01892	2.01962	2.01849	2.01955	806	0	14
2026.01.16	02:00:00	2.01955	2.02028	2.01941	2.01984	719	0	14
2026.01.16	02:15:00	2.01984	2.01996	2.01908	2.01926	819	0	14
2026.01.16	02:30:00	2.01928	2.01972	2.01878	2.01941	1236	0	14
2026.01.16	02:45:00	2.01941	2.01961	2.01898	2.01909	756	0	14
2026.01.16	03:00:00	2.01909	2.01923	2.01842	2.01850	613	0	14
2026.01.16	03:15:00	2.01849	2.01851	2.01717	2.01731	639	0	14
2026.01.16	03:30:00	2.01731	2.01735	2.01613	2.01680	495	0	14
2026.01.16	03:45:00	2.01680	2.01727	2.01664	2.01701	493	0	14
2026.01.16	04:00:00	2.01699	2.01732	2.01678	2.01716	348	0	14
2026.01.16	04:15:00	2.01716	2.01730	2.01678	2.01688	320	0	14
2026.01.16	04:30:00	2.01688	2.01697	2.01661	2.01689	371	0	14
2026.01.16	04:45:00	2.01689	2.01691	2.01636	2.01653	281	0	14
2026.01.16	05:00:00	2.01653	2.01677	2.01635	2.01667	410	0	14
2026.01.16	05:15:00	2.01667	2.01699	2.01629	2.01642	387	0	14
2026.01.16	05:30:00	2.01642	2.01683	2.01640	2.01650	478	0	14
2026.01.16	05:45:00	2.01650	2.01712	2.01624	2.01685	540	0	14
2026.01.16	06:00:00	2.01686	2.01728	2.01664	2.01716	608	0	14
2026.01.16	06:15:00	2.01716	2.01766	2.01677	2.01720	567	0	14
2026.01.16	06:30:00	2.01720	2.01754	2.01695	2.01741	458	0	14
2026.01.16	06:45:00	2.01741	2.01741	2.01672	2.01705	553	0	14
2026.01.16	07:00:00	2.01704	2.01788	2.01686	2.01786	948	0	14
2026.01.16	07:15:00	2.01786	2.01787	2.01661	2.01708	831	0	14
2026.01.16	07:30:00	2.01707	2.01764	2.01648	2.01651	947	0	14
2026.01.16	07:45:00	2.01651	2.01661	2.01497	2.01637	1242	0	14
2026.01.16	08:00:00	2.01641	2.01697	2.01536	2.01695	1314	0	14
2026.01.16	08:15:00	2.01696	2.01696	2.01522	2.01573	955	0	14
2026.01.16	08:30:00	2.01573	2.01621	2.01524	2.01535	1109	0	14
2026.01.16	08:45:00	2.01535	2.01590	2.01477	2.01563	916	0	14
2026.01.16	09:00:00	2.01563	2.01578	2.01473	2.01546	863	0	14
2026.01.16	09:15:00	2.01546	2.01606	2.01527	2.01557	782	0	14
2026.01.16	09:30:00	2.01557	2.01599	2.01542	2.01573	870	0	14
2026.01.16	09:45:00	2.01573	2.01597	2.01525	2.01550	919	0	14
2026.01.16	10:00:00	2.01550	2.01625	2.01549	2.01610	819	0	14
2026.01.16	10:15:00	2.01610	2.01670	2.01558	2.01646	950	0	14
2026.01.16	10:30:00	2.01646	2.01648	2.01528	2.01533	846	0	14
2026.01.16	10:45:00	2.01533	2.01623	2.01491	2.01584	756	0	14
2026.01.16	11:00:00	2.01586	2.01593	2.01454	2.01517	776	0	14
2026.01.16	11:15:00	2.01517	2.01591	2.01490	2.01490	816	0	14
2026.01.16	11:30:00	2.01490	2.01583	2.01446	2.01556	857	0	14
2026.01.16	11:45:00	2.01556	2.01640	2.01531	2.01638	854	0	14
2026.01.16	12:00:00	2.01638	2.01672	2.01552	2.01574	1028	0	14
2026.01.16	12:15:00	2.01574	2.01702	2.01557	2.01673	936	0	14
2026.01.16	12:30:00	2.01673	2.01712	2.01591	2.01594	1039	0	14
2026.01.16	12:45:00	2.01594	2.01779	2.01589	2.01753	1449	0	14
2026.01.16	13:00:00	2.01753	2.01779	2.01688	2.01702	1538	0	14
2026.01.16	13:15:00	2.01702	2.01807	2.01682	2.01771	1535	0	14
2026.01.16	13:30:00	2.01771	2.01867	2.01753	2.01827	1473	0	14
2026.01.16	13:45:00	2.01828	2.01889	2.01756	2.01823	1229	0	14
2026.01.16	14:00:00	2.01824	2.01847	2.01716	2.01720	1274	0	14
2026.01.16	14:15:00	2.01720	2.01839	2.01719	2.01806	1353	0	14
2026.01.16	14:30:00	2.01805	2.01938	2.01801	2.01925	1892	0	14
2026.01.16	14:45:00	2.01923	2.01975	2.01795	2.01907	1985	0	14
2026.01.16	15:00:00	2.01905	2.01964	2.01844	2.01853	1684	0	14
2026.01.16	15:15:00	2.01853	2.01922	2.01667	2.01708	3821	0	14
2026.01.16	15:30:00	2.01708	2.01803	2.01673	2.01731	3449	0	14
2026.01.16	15:45:00	2.01732	2.01786	2.01641	2.01760	3406	0	14
2026.01.16	16:00:00	2.01760	2.01805	2.01653	2.01755	2801	0	14
2026.01.16	16:15:00	2.01750	2.01782	2.01694	2.01764	2188	0	14
2026.01.16	16:30:00	2.01764	2.01764	2.01679	2.01729	1700	0	14
2026.01.16	16:45:00	2.01730	2.01765	2.01708	2.01725	1919	0	14
2026.01.16	17:00:00	2.01725	2.01750	2.01697	2.01725	1496	0	14
2026.01.16	17:15:00	2.01725	2.01764	2.01681	2.01681	1177	0	14
2026.01.16	17:30:00	2.01681	2.01717	2.01652	2.01666	1091	0	14
2026.01.16	17:45:00	2.01666	2.01757	2.01638	2.01659	1161	0	14
2026.01.16	18:00:00	2.01660	2.01671	2.01585	2.01627	1139	0	14
2026.01.16	18:15:00	2.01627	2.01636	2.01604	2.01616	727	0	14
2026.01.16	18:30:00	2.01616	2.01657	2.01597	2.01612	621	0	14
2026.01.16	18:45:00	2.01612	2.01684	2.01608	2.01651	981	0	14
2026.01.16	19:00:00	2.01651	2.01662	2.01573	2.01618	984	0	14
2026.01.16	19:15:00	2.01618	2.01676	2.01611	2.01639	842	0	14
2026.01.16	19:30:00	2.01639	2.01649	2.01582	2.01592	831	0	14
2026.01.16	19:45:00	2.01592	2.01592	2.01499	2.01569	821	0	14
2026.01.16	20:00:00	2.01569	2.01572	2.01520	2.01546	684	0	14
2026.01.16	20:15:00	2.01546	2.01575	2.01538	2.01570	683	0	14
2026.01.16	20:30:00	2.01570	2.01590	2.01532	2.01555	915	0	14
2026.01.16	20:45:00	2.01555	2.01608	2.01555	2.01591	815	0	14
2026.01.16	21:00:00	2.01591	2.01672	2.01584	2.01658	662	0	14
2026.01.16	21:15:00	2.01658	2.01734	2.01641	2.01661	699	0	15
2026.01.16	21:30:00	2.01663	2.01690	2.01593	2.01605	1036	0	17
2026.01.16	21:45:00	2.01605	2.01651	2.01565	2.01641	655	0	21
2026.01.18	22:00:00	2.01442	2.01478	2.01365	2.01468	54	0	255
2026.01.18	22:15:00	2.01468	2.01617	2.01426	2.01436	134	0	90
2026.01.18	22:30:00	2.01436	2.01573	2.01333	2.01483	995	0	152
2026.01.18	22:45:00	2.01483	2.01705	2.01438	2.01520	478	0	95
2026.01.18	23:00:00	2.01520	2.01730	2.01491	2.01630	1418	0	37
2026.01.18	23:15:00	2.01630	2.01740	2.01567	2.01735	1711	0	33
2026.01.18	23:30:00	2.01735	2.01764	2.01565	2.01714	2405	0	17
2026.01.18	23:45:00	2.01714	2.01816	2.01646	2.01661	1649	0	17
2026.01.19	00:00:00	2.01661	2.01787	2.01619	2.01714	2254	0	14
2026.01.19	00:15:00	2.01714	2.01784	2.01637	2.01766	2232	0	14
2026.01.19	00:30:00	2.01766	2.01885	2.01758	2.01837	2169	0	14
2026.01.19	00:45:00	2.01837	2.01874	2.01698	2.01815	1950	0	14
2026.01.19	01:00:00	2.01815	2.01823	2.01573	2.01587	2126	0	14
2026.01.19	01:15:00	2.01586	2.01594	2.01432	2.01560	1927	0	14
2026.01.19	01:30:00	2.01566	2.01637	2.01461	2.01548	1566	0	14
2026.01.19	01:45:00	2.01548	2.01649	2.01548	2.01606	1193	0	14
2026.01.19	02:00:00	2.01607	2.01621	2.01500	2.01583	1699	0	14
2026.01.19	02:15:00	2.01583	2.01665	2.01571	2.01586	1226	0	14
2026.01.19	02:30:00	2.01586	2.01589	2.01489	2.01529	1367	0	14
2026.01.19	02:45:00	2.01529	2.01539	2.01463	2.01466	1110	0	14
2026.01.19	03:00:00	2.01466	2.01488	2.01422	2.01488	842	0	14
2026.01.19	03:15:00	2.01488	2.01560	2.01438	2.01534	1259	0	14
2026.01.19	03:30:00	2.01534	2.01544	2.01486	2.01496	1073	0	14
2026.01.19	03:45:00	2.01496	2.01528	2.01438	2.01454	818	0	14
2026.01.19	04:00:00	2.01454	2.01504	2.01435	2.01466	653	0	14
2026.01.19	04:15:00	2.01466	2.01523	2.01427	2.01442	889	0	14
2026.01.19	04:30:00	2.01442	2.01465	2.01351	2.01362	665	0	14
2026.01.19	04:45:00	2.01362	2.01422	2.01351	2.01382	1117	0	14
2026.01.19	05:00:00	2.01382	2.01444	2.01365	2.01406	735	0	14
2026.01.19	05:15:00	2.01406	2.01417	2.01341	2.01371	922	0	14
2026.01.19	05:30:00	2.01371	2.01426	2.01359	2.01397	760	0	14
2026.01.19	05:45:00	2.01398	2.01398	2.01322	2.01364	982	0	14
2026.01.19	06:00:00	2.01364	2.01395	2.01308	2.01380	989	0	14
2026.01.19	06:15:00	2.01382	2.01414	2.01306	2.01387	908	0	14
2026.01.19	06:30:00	2.01389	2.01430	2.01309	2.01382	985	0	14
2026.01.19	06:45:00	2.01382	2.01429	2.01361	2.01402	691	0	14
2026.01.19	07:00:00	2.01402	2.01482	2.01293	2.01429	1991	0	14
2026.01.19	07:15:00	2.01428	2.01541	2.01414	2.01481	1389	0	14
2026.01.19	07:30:00	2.01480	2.01489	2.01403	2.01434	1648	0	14
2026.01.19	07:45:00	2.01434	2.01498	2.01418	2.01493	1318	0	14
2026.01.19	08:00:00	2.01493	2.01507	2.01362	2.01399	1868	0	14
2026.01.19	08:15:00	2.01399	2.01419	2.01233	2.01269	1504	0	14
2026.01.19	08:30:00	2.01269	2.01296	2.01217	2.01293	1314	0	14
2026.01.19	08:45:00	2.01292	2.01335	2.01250	2.01290	1468	0	14
2026.01.19	09:00:00	2.01291	2.01316	2.01206	2.01206	1593	0	14
2026.01.19	09:15:00	2.01206	2.01225	2.01164	2.01201	1533	0	14
2026.01.19	09:30:00	2.01201	2.01280	2.01185	2.01253	1285	0	14
2026.01.19	09:45:00	2.01253	2.01288	2.01219	2.01236	1224	0	14
2026.01.19	10:00:00	2.01238	2.01262	2.01202	2.01220	944	0	14
2026.01.19	10:15:00	2.01220	2.01222	2.01105	2.01110	883	0	14
2026.01.19	10:30:00	2.01110	2.01131	2.01012	2.01019	831	0	14
2026.01.19	10:45:00	2.01019	2.01038	2.00932	2.01011	1170	0	14
2026.01.19	11:00:00	2.01012	2.01036	2.00971	2.01023	836	0	14
2026.01.19	11:15:00	2.01023	2.01043	2.00958	2.01008	873	0	14
2026.01.19	11:30:00	2.01008	2.01094	2.01007	2.01059	654	0	14
2026.01.19	11:45:00	2.01059	2.01098	2.01035	2.01056	858	0	14
2026.01.19	12:00:00	2.01056	2.01091	2.00975	2.01040	865	0	14
2026.01.19	12:15:00	2.01040	2.01049	2.00989	2.01012	932	0	14
